0,1,2,3
Product ID,21A,22B,23C
,Yield,Yield,Yield
02-28-95,0.9058,0.9084,0.9055
03-07-95,0.9058,0.9085,0.9055
03-14-95,0.9059,0.9085,0.9055000000000001
03-21-95,0.9059,0.908,0.9052
03-28-95,0.9059,0.9085,0.9054
04-04-95,0.9059,0.9084,0.9047
04-11-95,0.9059,0.9085,0.9055
04-18-95,0.9056,0.9082,0.9047
04-25-95,0.9059,0.9085,0.9045
05-02-95,0.9059,0.9085,0.9055
05-09-95,0.9059000000000001,0.9083,0.9051
05-16-95,0.9059,0.9085,0.9048
05-23-95,0.9059,0.9085,0.9055
05-30-95,0.9059,0.9085,0.9055
06-06-95,0.9059,0.9084,0.9051
06-13-95,0.9058999999999999,0.9085,0.9049
06-20-95,0.9059,0.9085,0.9045
06-27-95,0.9059,0.9083,0.9054
07-04-95,0.9059,0.9085,0.9055
07-11-95,0.9059000000000001,0.9085,0.9047
07-18-95,0.9059,0.9084,0.9042
07-25-95,0.9059,0.9081,0.9051
08-01-95,0.9056,0.9085,0.9051
08-08-95,0.9059,0.9084,0.905
08-15-95,0.9059,0.9084,0.9051
08-22-95,0.9059,0.9085,0.9055
08-29-95,0.9059,0.9085,0.9055
09-05-95,0.9059,0.9085,0.9055
09-12-95,0.9058999999999998,0.9085,0.9055
09-19-95,0.9059,0.9084,0.9055
09-26-95,0.9059,0.9085,0.9055
10-03-95,0.9059,0.9085,0.9055000000000001
10-10-95,0.9057,0.9083,0.9055
10-17-95,0.9059,0.9084,0.9055000000000001
10-24-95,0.9059,0.9085,0.9055000000000001
10-31-95,0.9058999999999999,0.9084985021832134,0.9055000000000001
11-07-95,0.9059,0.9085,0.9055
11-14-95,0.9059000000000001,0.9085,0.9055
11-21-95,0.9059,0.9085,0.9055
11-28-95,0.9058980049882966,0.9085,0.9055
12-05-95,0.9059,0.9085,0.9054951863436265
12-12-95,0.9058931492811019,0.9085,0.9055
12-19-95,0.9059,0.9084589914187429,0.9055
12-26-95,0.9058985519509822,0.9084704480856766,0.9055
01-02-95,0.9059,0.9085,0.9055
01-09-96,0.9059,0.9085,0.9055
01-16-96,0.9059,0.9085,0.9055
01-23-96,0.9059,0.9085,0.9055
01-30-96,0.9059,0.9084816032947953,0.9055
02-06-96,0.9059,0.9084922861628217,0.9055
02-13-96,0.9059,0.9084760459299327,0.9055
02-20-96,0.9058999999999999,0.9085,0.9055
02-27-96,0.9059,0.9084732080563526,0.9055
03-06-96,0.9058999999999999,0.9084957059276157,0.9055
03-13-96,0.9059,0.9085,0.9055
03-20-96,0.9058985197391795,0.9085,0.9055
03-27-96,0.9059,0.9085,0.9055
04-03-96,0.9059,0.9085,0.9055
04-10-96,0.9059,0.9085,0.9055
04-17-96,0.9059,0.9084884380801111,0.9054528050800136
04-24-96,0.9059,0.9085,0.9055
05-01-96,0.9059,0.9085,0.9055
05-08-96,0.9059,0.9085,0.9055
05-15-96,0.9059,0.9084860343182362,0.9055
05-22-96,0.9059,0.9085,0.9054833218213579
05-29-96,0.9059,0.9084727253945772,0.9055
06-05-96,0.9059,0.9085,0.9055
06-12-96,0.9059,0.9085,0.9055
06-19-96,0.9059,0.9085,0.9055
06-26-96,0.905899607195978,0.9085,0.9055
07-03-96,0.9059,0.9084904156765957,0.9055
07-10-96,0.9059,0.9085,0.9055
07-17-96,0.9059,0.9084964250565448,0.9055
07-24-96,0.9059,0.90849264777971,0.9055
07-31-96,0.9059,0.9084777687866421,0.9055
08-07-96,0.9059,0.9084591982484397,0.9055
08-14-96,0.9059,0.9085,0.9054917165380142
08-21-96,0.9059,0.9085,0.9055
08-28-96,0.9059,0.9084717406370143,0.9055
09-04-96,0.9059,0.9084664285851185,0.9055
09-11-96,0.9059,0.9085,0.9055
09-18-96,0.9058987219389909,0.9085,0.9055
09-25-96,0.9059,0.9085,0.9055
10-02-96,0.9059000000000001,0.9085,0.9055
10-09-96,0.9059,0.9084630974390537,0.9055
10-16-96,0.9059000000000001,0.9085,0.9055
10-23-96,0.9059,0.9085,0.9055
10-30-96,0.9059,0.9085,0.9054863978663195
11-06-96,0.9059,0.9084782433001146,0.9055
11-13-96,0.9058996166633531,0.9085,0.9055
11-20-96,0.9059,0.9084809006841525,0.9055
11-27-96,0.9059,0.9085,0.9055
12-04-96,0.9059,0.9085,0.9055
12-11-96,0.9059,0.9085,0.9055
12-18-96,0.9059,0.9085,0.9055
12-25-96,0.9059,0.9084668976096882,0.9055
01-01-97,0.9059000000000001,0.9085,0.9055
01-08-97,0.9059,0.9085,0.9055
01-15-97,0.9059,0.9085,0.9055
01-22-97,0.9059,0.9085,0.9055
01-29-97,0.9059,0.9085,0.9055
02-05-97,0.9059,0.9085,0.9055
02-12-97,0.9058997586570294,0.9085,0.9055
02-19-97,0.9059,0.9084614916024661,0.9055
02-26-97,0.9059,0.9085,0.9055
03-05-97,0.9059,0.9085,0.9055
03-12-97,0.9059,0.9085,0.9055
03-19-97,0.9057645843334391,0.9085,0.9055
03-26-97,0.9058988565359672,0.9085,0.9055
04-02-97,0.9058999999999999,0.9085,0.9055
04-09-97,0.9059,0.9084896265907482,0.9055
04-16-97,0.9059,0.9085,0.9055
04-23-97,0.9059,0.9085,0.9055
04-30-97,0.9058993078195305,0.9085,0.9055
05-07-97,0.9059,0.9085,0.9055
05-14-97,0.9059,0.9084893864150303,0.9055
05-21-97,0.9059,0.9084795101757737,0.9055
05-28-97,0.9059,0.9084870406340019,0.9055
06-04-97,0.9059,0.9085,0.9055
06-11-97,0.9059,0.9085,0.9055
06-18-97,0.9058976274651293,0.9085,0.9055
06-25-97,0.9059,0.9085,0.9055
07-02-97,0.9059,0.9085,0.9055
07-09-97,0.9059,0.9085,0.9055
07-16-97,0.9059,0.9085,0.9055
07-23-97,0.9059,0.9085,0.9055
07-30-97,0.9059,0.9085,0.9055
08-06-97,0.9059,0.9085,0.9055
08-13-97,0.9059,0.9084744582746548,0.9055
08-20-97,0.9059,0.9085,0.9055
08-27-97,0.9059,0.9085,0.9055
09-03-97,0.9059,0.9085,0.9055
09-10-97,0.9059,0.9085,0.9055
09-17-97,0.9059,0.9085,0.9055
09-24-97,0.9058987308072872,0.9085,0.9055
10-01-97,0.9059,0.9085,0.9055
10-08-97,0.9059,0.9085,0.9055
10-15-97,0.9059,0.9085,0.9055
10-22-97,0.9059,0.9085,0.9055
10-29-97,0.9059,0.9085,0.9055
11-05-97,0.9059,0.9085,0.9055
11-12-97,0.9059,0.9085,0.9055
11-19-97,0.9059,0.9085,0.9055
11-26-97,0.9059,0.9085,0.9055
12-03-97,0.9059,0.9085,0.9055
12-10-97,0.9059,0.9085,0.9055
12-17-97,0.9059,0.9085,0.9055
12-24-97,0.9059,0.9085,0.9055
12-31-97,0.9059,0.9085,0.9055
01-07-98,0.9059,0.9085,0.9055
01-14-98,0.9059,0.9085,0.9055
01-21-98,0.9059,0.9084874795397776,0.9055
01-28-98,0.9059,0.9085,0.9055
02-04-98,0.9059,0.9085,0.9055
02-11-98,0.9059,0.9085,0.9055
02-18-98,0.9059,0.9085,0.9055
02-25-98,0.9059,0.9085,0.9055
03-03-98,0.9059,0.9085,0.9055
03-10-98,0.9059,0.9085,0.9055
03-17-98,0.9059,0.9085,0.9055
03-24-98,0.9059,0.9084882127748315,0.9055
03-31-98,0.9059,0.9084882122861389,0.9055
04-07-98,0.9059,0.9084764598805778,0.9055
04-14-98,0.9059,0.9085,0.9055
04-21-98,0.9059,0.908488214355713,0.9055
04-28-98,0.9059,0.9084881033804063,0.9055
05-05-98,0.9059,0.9085000000000001,0.9055
05-12-98,0.9059,0.9085000000000001,0.9055
05-19-98,0.9059,0.9085,0.9055
05-26-98,0.9059,0.9085,0.9055
06-02-98,0.9059,0.9084557300781982,0.9055
06-09-98,0.9059,0.9085,0.9055
06-16-98,0.9059,0.9085,0.9055
06-23-98,0.9059,0.9085,0.9055
06-30-98,0.9059,0.9084996893410249,0.9055
07-07-98,0.9059,0.9084555122912726,0.9055
07-14-98,0.9059,0.9085,0.9055
07-21-98,0.9059,0.9085,0.9055
07-28-98,0.9059,0.9085,0.9055
08-04-98,0.9059,0.9085,0.9055
08-11-98,0.9059,0.9085,0.9055
08-18-98,0.9059,0.9085,0.9055
08-25-98,0.9059,0.9085,0.9055
